Location,Latitude,Longitude,Country,SeverityScore,IncidentsTotal
POINT(-75.66225 45.34715),"45.347","-75.662",Canada,0.048,"20"
POINT(-75.69082 45.37277),"45.373","-75.691",Canada,0.018,"4"
POINT(-75.68531 45.33764),"45.338","-75.685",Canada,0.09,"38"
POINT(-75.84575 45.25174),"45.252","-75.846",Canada,0.016,"7"
POINT(-75.69642 45.42404),"45.424","-75.696",Canada,0.015,"8"
POINT(-75.7489 45.32878),"45.329","-75.749",Canada,0.018,"30"
POINT(-79.28466 43.6823),"43.682","-79.285",Canada,0.045,"5"
POINT(-79.29299 43.71977),"43.72","-79.293",Canada,0.23,"6"
POINT(-79.29863 43.76174),"43.762","-79.299",Canada,0.004,"3"
POINT(-79.33062 43.75997),"43.76","-79.331",Canada,0.502,"23"
POINT(-79.22967 43.77692),"43.777","-79.23",Canada,0.046,"5"
POINT(-79.3497 43.69184),"43.692","-79.35",Canada,0.014,"3"
POINT(-79.41792 43.68224),"43.682","-79.418",Canada,0.026,"10"
POINT(-79.28983 43.7275),"43.728","-79.29",Canada,0.04,"4"
POINT(-79.3863 43.64949),"43.649","-79.386",Canada,0.017,"16"
POINT(-79.56391 43.80063),"43.801","-79.564",Canada,0.082,"3"
POINT(-82.91807 42.28171),"42.282","-82.918",Canada,0.032,"3"
POINT(-80.29679 43.53766),"43.538","-80.297",Canada,0.03,"3"
POINT(-75.54038 45.46407),"45.464","-75.54",Canada,0.007,"3"
POINT(-75.63345 45.38253),"45.383","-75.633",Canada,0.023,"13"
POINT(-75.6911 45.37707),"45.377","-75.691",Canada,0.008,"9"
POINT(-75.8298 45.31613),"45.316","-75.83",Canada,0.019,"3"
POINT(-75.63631 45.42237),"45.422","-75.636",Canada,0.069,"94"
POINT(-75.88752 45.29881),"45.299","-75.888",Canada,0.009,"6"
POINT(-75.61296 45.42794),"45.428","-75.613",Canada,0.002,"3"
POINT(-79.40555 43.7628),"43.763","-79.406",Canada,0.046,"3"
POINT(-79.42936 43.66132),"43.661","-79.429",Canada,0.028,"4"
POINT(-79.39368 43.69893),"43.699","-79.394",Canada,0.079,"4"
POINT(-79.58005 43.68929),"43.689","-79.58",Canada,0.029,"6"
POINT(-79.34275 43.66762),"43.668","-79.343",Canada,0.024,"3"
POINT(-79.336 43.71399),"43.714","-79.336",Canada,0.019,"19"
POINT(-79.32179 43.77184),"43.772","-79.322",Canada,0.007,"5"
POINT(-79.38404 43.65865),"43.659","-79.384",Canada,0.1,"4"
POINT(-76.79465 44.2113),"44.211","-76.795",Canada,0.864,"4"
POINT(-75.58363 45.45124),"45.451","-75.584",Canada,0.018,"23"
POINT(-75.78677 45.36688),"45.367","-75.787",Canada,0.056,"5"
POINT(-75.68441 45.29558),"45.296","-75.684",Canada,0.038,"3"
POINT(-79.46813 43.13438),"43.134","-79.468",Canada,0.133,"5"
POINT(-79.48177 43.72647),"43.726","-79.482",Canada,0.014,"14"
POINT(-79.24971 43.74003),"43.74","-79.25",Canada,0.07,"3"
POINT(-79.3869 43.66574),"43.666","-79.387",Canada,0.007,"3"
POINT(-79.29064 43.74628),"43.746","-79.291",Canada,0.021,"4"
POINT(-79.35909 43.80903),"43.809","-79.359",Canada,0.051,"3"
POINT(-79.29838 43.68896),"43.689","-79.298",Canada,0.086,"7"
POINT(-79.35469 43.79272),"43.793","-79.355",Canada,0.045,"6"
POINT(-79.22672 43.77753),"43.778","-79.227",Canada,0.144,"7"
POINT(-79.40195 43.64362),"43.644","-79.402",Canada,0.054,"5"
POINT(-79.32797 43.67092),"43.671","-79.328",Canada,0.083,"6"
POINT(-75.66611 45.43458),"45.435","-75.666",Canada,0.015,"3"
POINT(-75.66229 45.42532),"45.425","-75.662",Canada,0.015,"5"
POINT(-75.66209 45.42367),"45.424","-75.662",Canada,0.048,"40"
POINT(-79.4125 43.67383),"43.674","-79.412",Canada,0.016,"3"
POINT(-79.39647 43.66829),"43.668","-79.396",Canada,0.053,"23"
POINT(-79.44699 43.65747),"43.657","-79.447",Canada,0.029,"3"
POINT(-79.38127 43.65087),"43.651","-79.381",Canada,0.027,"7"
POINT(-79.61575 43.83295),"43.833","-79.616",Canada,0.051,"3"
POINT(-75.67002 45.34345),"45.343","-75.67",Canada,0.039,"5"
POINT(-75.60711 45.43319),"45.433","-75.607",Canada,0.019,"15"
POINT(-75.88635 45.28474),"45.285","-75.886",Canada,0.008,"5"
POINT(-75.62119 45.38747),"45.387","-75.621",Canada,0.029,"4"
POINT(-79.30572 43.66853),"43.669","-79.306",Canada,0.013,"4"
POINT(-79.34106 43.7762),"43.776","-79.341",Canada,0.014,"6"
POINT(-79.42652 43.74327),"43.743","-79.427",Canada,0.043,"3"
POINT(-79.33172 43.77516),"43.775","-79.332",Canada,0.02,"6"
POINT(-79.42072 43.68329),"43.683","-79.421",Canada,0.052,"3"
POINT(-79.37402 43.65249),"43.652","-79.374",Canada,0.028,"4"
POINT(-79.55129 43.67836),"43.678","-79.551",Canada,0.056,"3"
POINT(-79.38755 43.65326),"43.653","-79.388",Canada,0.029,"14"
POINT(-79.87535 43.6302),"43.63","-79.875",Canada,0.01,"3"
POINT(-75.77751 45.26456),"45.265","-75.778",Canada,0.005,"3"
POINT(-75.60836 45.43352),"45.434","-75.608",Canada,0.004,"5"
POINT(-75.59916 45.33001),"45.33","-75.599",Canada,0.111,"72"
POINT(-75.78714 45.36648),"45.366","-75.787",Canada,0.091,"22"
POINT(-75.92714 45.26382),"45.264","-75.927",Canada,0.006,"3"
POINT(-75.83885 45.3321),"45.332","-75.839",Canada,0.078,"3"
POINT(-75.73591 45.35514),"45.355","-75.736",Canada,0.006,"6"
POINT(-75.72972 45.34509),"45.345","-75.73",Canada,0.004,"5"
POINT(-75.69916 45.40022),"45.4","-75.699",Canada,0.007,"6"
POINT(-79.40326 43.64523),"43.645","-79.403",Canada,0.017,"5"
POINT(-79.34376 43.77567),"43.776","-79.344",Canada,0.025,"20"
POINT(-79.60106 43.65341),"43.653","-79.601",Canada,0.011,"3"
POINT(-79.3848 43.67225),"43.672","-79.385",Canada,0.015,"3"
POINT(-79.87491 43.6646),"43.665","-79.875",Canada,0.527,"11"
POINT(-75.67914 45.2765),"45.277","-75.679",Canada,0.173,"35"
POINT(-75.69659 45.42906),"45.429","-75.697",Canada,0.042,"5"
POINT(-75.72573 45.38964),"45.39","-75.726",Canada,0.007,"3"
POINT(-75.64599 45.43963),"45.44","-75.646",Canada,0.016,"3"
POINT(-75.65008 45.42119),"45.421","-75.65",Canada,0.012,"3"
POINT(-75.83942 45.19399),"45.194","-75.839",Canada,0.006,"3"
POINT(-75.79987 45.31372),"45.314","-75.8",Canada,0.004,"5"
POINT(-75.64679 45.4411),"45.441","-75.647",Canada,0.051,"22"
POINT(-79.33963 43.66008),"43.66","-79.34",Canada,0.034,"3"
POINT(-79.36043 43.66048),"43.66","-79.36",Canada,0.062,"12"
POINT(-79.3468 43.74997),"43.75","-79.347",Canada,0.094,"7"
POINT(-79.39363 43.74607),"43.746","-79.394",Canada,0.036,"7"
POINT(-79.56895 43.70857),"43.709","-79.569",Canada,0.065,"3"
POINT(-79.34707 43.75548),"43.755","-79.347",Canada,0.01,"5"
POINT(-79.39854 43.66437),"43.664","-79.399",Canada,0.004,"3"
POINT(-79.55685 43.61661),"43.617","-79.557",Canada,0.053,"5"
POINT(-79.30278 43.7248),"43.725","-79.303",Canada,0.051,"9"
POINT(-79.43983 43.67019),"43.67","-79.44",Canada,0.051,"17"
POINT(-79.33535 43.70966),"43.71","-79.335",Canada,0.008,"3"
POINT(-79.44417 43.68081),"43.681","-79.444",Canada,0.008,"3"
POINT(-82.9417 42.2943),"42.294","-82.942",Canada,0.169,"61"
POINT(-82.93351 42.31693),"42.317","-82.934",Canada,0.087,"6"
POINT(-75.70886 45.40398),"45.404","-75.709",Canada,0.01,"3"
POINT(-75.72921 45.40059),"45.401","-75.729",Canada,0.016,"5"
POINT(-76.01322 45.34103),"45.341","-76.013",Canada,0.339,"7"
POINT(-75.68256 45.29637),"45.296","-75.683",Canada,0.123,"8"
POINT(-75.71844 45.27591),"45.276","-75.718",Canada,0.005,"3"
POINT(-79.39728 43.64844),"43.648","-79.397",Canada,0.012,"5"
POINT(-79.3946 43.6449),"43.645","-79.395",Canada,0.021,"6"
POINT(-79.37135 43.65836),"43.658","-79.371",Canada,0.015,"4"
POINT(-79.48539 43.68781),"43.688","-79.485",Canada,0.039,"3"
POINT(-79.348 43.7771),"43.777","-79.348",Canada,0.024,"8"
POINT(-79.34574 43.7456),"43.746","-79.346",Canada,0.009,"3"
POINT(-79.32604 43.7748),"43.775","-79.326",Canada,0.023,"3"
POINT(-75.75156 45.26853),"45.269","-75.752",Canada,0.031,"28"
POINT(-75.68809 45.33653),"45.337","-75.688",Canada,0.244,"31"
POINT(-75.65072 45.37978),"45.38","-75.651",Canada,0.108,"30"
POINT(-75.7338 45.27565),"45.276","-75.734",Canada,0.007,"3"
POINT(-79.40019 43.70652),"43.707","-79.4",Canada,0.041,"5"
POINT(-79.41024 43.67689),"43.677","-79.41",Canada,0.022,"3"
POINT(-79.37029 43.77032),"43.77","-79.37",Canada,0.007,"3"
POINT(-79.34102 43.72775),"43.728","-79.341",Canada,0.028,"8"
POINT(-79.46314 43.67352),"43.674","-79.463",Canada,0.024,"3"
POINT(-79.33674 43.71554),"43.716","-79.337",Canada,0.014,"4"
POINT(-79.38815 43.76923),"43.769","-79.388",Canada,0.032,"3"
POINT(-79.61875 43.83342),"43.833","-79.619",Canada,0.051,"3"
POINT(-75.68785 45.38202),"45.382","-75.688",Canada,0.013,"18"
POINT(-75.78179 45.36521),"45.365","-75.782",Canada,0.044,"24"
POINT(-75.69106 45.34184),"45.342","-75.691",Canada,0.008,"4"
POINT(-75.69271 45.43069),"45.431","-75.693",Canada,0.041,"5"
POINT(-75.79078 45.35128),"45.351","-75.791",Canada,0.012,"5"
POINT(-75.85712 45.26841),"45.268","-75.857",Canada,0.05,"12"
POINT(-75.60011 45.33147),"45.331","-75.6",Canada,0.028,"9"
POINT(-75.70255 45.41589),"45.416","-75.703",Canada,0.013,"3"
POINT(-79.37091 43.64794),"43.648","-79.371",Canada,0.029,"7"
POINT(-79.58557 43.70935),"43.709","-79.586",Canada,0.104,"19"
POINT(-79.37941 43.6524),"43.652","-79.379",Canada,0.036,"24"
POINT(-79.40154 43.64102),"43.641","-79.402",Canada,0.023,"5"
POINT(-75.67749 45.40827),"45.408","-75.677",Canada,0.006,"3"
POINT(-75.63587 45.3815),"45.382","-75.636",Canada,0.033,"8"
POINT(-75.84084 45.33666),"45.337","-75.841",Canada,0.009,"3"
POINT(-75.90516 45.30025),"45.3","-75.905",Canada,0.005,"3"
POINT(-75.75564 45.26609),"45.266","-75.756",Canada,0.131,"67"
POINT(-75.77077 45.36999),"45.37","-75.771",Canada,0.007,"8"
POINT(-79.48477 43.73784),"43.738","-79.485",Canada,0.057,"3"
POINT(-79.38653 43.66304),"43.663","-79.387",Canada,0.02,"4"
POINT(-79.38256 43.64514),"43.645","-79.383",Canada,0.032,"25"
POINT(-79.50824 43.702),"43.702","-79.508",Canada,0.019,"5"
POINT(-79.40713 43.67516),"43.675","-79.407",Canada,0.016,"3"
POINT(-79.36119 43.6702),"43.67","-79.361",Canada,0.006,"3"
POINT(-79.39337 43.675),"43.675","-79.393",Canada,0.015,"3"
POINT(-76.54192 44.25726),"44.257","-76.542",Canada,0.029,"4"
POINT(-75.59313 45.43852),"45.439","-75.593",Canada,0.003,"3"
POINT(-75.64749 45.37995),"45.38","-75.647",Canada,0.028,"11"
POINT(-75.63433 45.41855),"45.419","-75.634",Canada,0.003,"3"
POINT(-79.27581 43.73055),"43.731","-79.276",Canada,0.181,"8"
POINT(-79.38395 43.67356),"43.674","-79.384",Canada,0.024,"5"
POINT(-79.40942 43.63591),"43.636","-79.409",Canada,0.05,"6"
POINT(-79.32231 43.77421),"43.774","-79.322",Canada,0.037,"3"
POINT(-79.44647 43.6864),"43.686","-79.446",Canada,0.018,"4"
POINT(-79.4288 43.64206),"43.642","-79.429",Canada,0.024,"5"
POINT(-79.35906 43.75374),"43.754","-79.359",Canada,0.021,"6"
POINT(-79.37398 43.65538),"43.655","-79.374",Canada,0.028,"5"
POINT(-75.88068 45.31103),"45.311","-75.881",Canada,0.006,"3"
POINT(-75.68913 45.42525),"45.425","-75.689",Canada,0.03,"6"
POINT(-75.79097 45.35176),"45.352","-75.791",Canada,0.024,"12"
POINT(-75.92568 45.26266),"45.263","-75.926",Canada,0.011,"4"
POINT(-75.75555 45.35492),"45.355","-75.756",Canada,0.005,"5"
POINT(-75.91092 45.2836),"45.284","-75.911",Canada,0.005,"5"
POINT(-75.66806 45.37978),"45.38","-75.668",Canada,0.043,"15"
POINT(-75.67856 45.43175),"45.432","-75.679",Canada,0.007,"3"
POINT(-75.89161 45.28134),"45.281","-75.892",Canada,0.022,"3"
POINT(-79.46642 43.18004),"43.18","-79.466",Canada,0.151,"7"
POINT(-79.37991 43.65454),"43.655","-79.38",Canada,0.017,"3"
POINT(-79.29019 43.76058),"43.761","-79.29",Canada,0.035,"8"
POINT(-79.35912 43.6633),"43.663","-79.359",Canada,0.019,"6"
POINT(-79.37685 43.66205),"43.662","-79.377",Canada,0.023,"4"
POINT(-79.29706 43.69189),"43.692","-79.297",Canada,0.069,"3"
POINT(-79.44583 43.68493),"43.685","-79.446",Canada,0.03,"5"
POINT(-79.39167 43.64744),"43.647","-79.392",Canada,0.019,"5"
POINT(-79.39244 43.74634),"43.746","-79.392",Canada,0.056,"4"
POINT(-79.38372 43.67102),"43.671","-79.384",Canada,0.023,"8"
POINT(-75.66074 45.34777),"45.348","-75.661",Canada,0.088,"21"
POINT(-75.69921 45.33415),"45.334","-75.699",Canada,0.003,"3"
POINT(-75.68382 45.37916),"45.379","-75.684",Canada,0.038,"3"
POINT(-75.70868 45.41673),"45.417","-75.709",Canada,0.006,"3"
POINT(-75.65278 45.35099),"45.351","-75.653",Canada,0.008,"4"
POINT(-75.60001 45.33075),"45.331","-75.6",Canada,0.043,"20"
POINT(-75.74583 45.38105),"45.381","-75.746",Canada,0.012,"5"
POINT(-75.72833 45.333),"45.333","-75.728",Canada,0.009,"11"
POINT(-75.71707 45.41942),"45.419","-75.717",Canada,0.03,"8"
POINT(-75.64005 45.42907),"45.429","-75.64",Canada,0.05,"13"
POINT(-75.60582 45.38524),"45.385","-75.606",Canada,0.075,"16"
POINT(-75.71588 45.41821),"45.418","-75.716",Canada,0.014,"5"
POINT(-75.71671 45.2763),"45.276","-75.717",Canada,0.008,"7"
POINT(-79.37705 43.65203),"43.652","-79.377",Canada,0.017,"5"
POINT(-79.39768 43.67716),"43.677","-79.398",Canada,0.021,"5"
POINT(-79.37396 43.64898),"43.649","-79.374",Canada,0.042,"9"
POINT(-79.39349 43.64931),"43.649","-79.393",Canada,0.009,"4"
POINT(-79.39192 43.70808),"43.708","-79.392",Canada,0.067,"6"
POINT(-79.40558 43.7441),"43.744","-79.406",Canada,0.037,"3"
POINT(-79.42264 43.65441),"43.654","-79.423",Canada,0.018,"5"
POINT(-79.38392 43.6932),"43.693","-79.384",Canada,0.043,"5"
POINT(-79.20189 44.11379),"44.114","-79.202",Canada,7.234,"16"
POINT(-79.59078 43.59334),"43.593","-79.591",Canada,0.044,"8"
POINT(-78.3276 44.30289),"44.303","-78.328",Canada,0.154,"5"
POINT(-75.70613 45.27078),"45.271","-75.706",Canada,0.011,"7"
POINT(-75.74586 45.27083),"45.271","-75.746",Canada,0.019,"19"
POINT(-75.69097 45.34246),"45.342","-75.691",Canada,0.034,"16"
POINT(-75.60844 45.43448),"45.434","-75.608",Canada,0.014,"8"
POINT(-75.73244 45.37277),"45.373","-75.732",Canada,0.005,"3"
POINT(-75.73749 45.35805),"45.358","-75.737",Canada,0.006,"3"
POINT(-75.80244 45.26955),"45.27","-75.802",Canada,0.015,"20"
POINT(-75.66274 45.37045),"45.37","-75.663",Canada,0.071,"12"
POINT(-75.59641 45.3743),"45.374","-75.596",Canada,0.018,"12"
POINT(-75.69227 45.33483),"45.335","-75.692",Canada,0.006,"7"
POINT(-75.74002 45.29507),"45.295","-75.74",Canada,0.034,"6"
POINT(-75.6402 45.38045),"45.38","-75.64",Canada,0.055,"15"
POINT(-79.30436 43.76037),"43.76","-79.304",Canada,0.046,"3"
POINT(-79.40413 43.66684),"43.667","-79.404",Canada,0.04,"8"
POINT(-79.39223 43.64544),"43.645","-79.392",Canada,0.03,"6"
POINT(-79.34135 43.6578),"43.658","-79.341",Canada,0.024,"15"
POINT(-79.40196 43.66311),"43.663","-79.402",Canada,0.056,"9"
POINT(-79.31504 43.70958),"43.71","-79.315",Canada,0.129,"8"
POINT(-79.44705 43.6879),"43.688","-79.447",Canada,0.034,"7"
POINT(-79.4707 43.67088),"43.671","-79.471",Canada,0.263,"24"
POINT(-74.75028 45.02548),"45.025","-74.75",Canada,0.038,"5"
POINT(-79.22301 44.29768),"44.298","-79.223",Canada,2.058,"17"
POINT(-76.53521 44.25867),"44.259","-76.535",Canada,0.017,"3"
POINT(-75.66727 45.33207),"45.332","-75.667",Canada,0.121,"3"
POINT(-75.73322 45.37866),"45.379","-75.733",Canada,0.009,"3"
POINT(-75.65119 45.35187),"45.352","-75.651",Canada,0.032,"10"
POINT(-75.72945 45.344),"45.344","-75.729",Canada,0.031,"20"
POINT(-75.86787 45.28778),"45.288","-75.868",Canada,0.007,"3"
POINT(-79.46219 43.66867),"43.669","-79.462",Canada,0.063,"3"
POINT(-79.37861 43.72106),"43.721","-79.379",Canada,0.027,"4"
POINT(-79.39354 43.65898),"43.659","-79.394",Canada,0.006,"3"
POINT(-79.41713 43.72614),"43.726","-79.417",Canada,0.136,"13"
POINT(-79.43902 43.66853),"43.669","-79.439",Canada,0.031,"24"
POINT(-79.38331 43.6904),"43.69","-79.383",Canada,0.007,"3"
POINT(-79.38184 43.65763),"43.658","-79.382",Canada,0.02,"7"
POINT(-79.44924 43.69308),"43.693","-79.449",Canada,0.056,"8"
POINT(-79.93323 43.16067),"43.161","-79.933",Canada,2.003,"25"
POINT(-82.19221 42.39529),"42.395","-82.192",Canada,0.009,"3"
POINT(-75.71448 45.33894),"45.339","-75.714",Canada,0.046,"12"
POINT(-75.68523 45.4277),"45.428","-75.685",Canada,0.064,"5"
POINT(-75.80346 45.26977),"45.27","-75.803",Canada,0.009,"9"
POINT(-75.73393 45.30318),"45.303","-75.734",Canada,0.174,"55"
POINT(-75.51228 45.45264),"45.453","-75.512",Canada,0.039,"6"
POINT(-75.50291 45.45286),"45.453","-75.503",Canada,0.033,"3"
POINT(-75.82245 45.30406),"45.304","-75.822",Canada,0.004,"3"
POINT(-79.28306 43.69237),"43.692","-79.283",Canada,0.03,"6"
POINT(-79.30267 43.74366),"43.744","-79.303",Canada,0.038,"6"
POINT(-79.33457 43.77534),"43.775","-79.335",Canada,0.008,"3"
POINT(-82.99658 42.26056),"42.261","-82.997",Canada,0.18,"3"
POINT(-79.87459 43.66437),"43.664","-79.875",Canada,0.9,"18"
POINT(-75.7548 45.28458),"45.285","-75.755",Canada,0.008,"3"
POINT(-75.75832 45.26389),"45.264","-75.758",Canada,0.005,"5"
POINT(-75.68772 45.4019),"45.402","-75.688",Canada,0.008,"5"
POINT(-75.72135 45.33),"45.33","-75.721",Canada,0.006,"3"
POINT(-75.68532 45.39777),"45.398","-75.685",Canada,0.013,"7"
POINT(-75.62914 45.3842),"45.384","-75.629",Canada,0.04,"17"
POINT(-75.75004 45.37917),"45.379","-75.75",Canada,0.005,"5"
POINT(-75.67339 45.35816),"45.358","-75.673",Canada,0.15,"3"
POINT(-79.17492 43.05007),"43.05","-79.175",Canada,2.841,"60"
POINT(-79.18858 43.78671),"43.787","-79.189",Canada,0.016,"3"
POINT(-79.38089 43.67148),"43.671","-79.381",Canada,0.019,"9"
POINT(-79.36048 43.70303),"43.703","-79.36",Canada,0.03,"5"
POINT(-79.38096 43.64764),"43.648","-79.381",Canada,0.017,"3"
POINT(-79.28875 43.69114),"43.691","-79.289",Canada,0.024,"3"
POINT(-79.49644 43.77135),"43.771","-79.496",Canada,0.049,"3"
POINT(-80.51244 43.46256),"43.463","-80.512",Canada,0.197,"6"
POINT(-81.39312 43.55348),"43.553","-81.393",Canada,0.06,"5"
POINT(-75.76255 45.35106),"45.351","-75.763",Canada,0.008,"6"
POINT(-75.4864 45.44815),"45.448","-75.486",Canada,0.007,"3"
POINT(-75.61516 45.32419),"45.324","-75.615",Canada,0.03,"9"
POINT(-75.7221 45.32977),"45.33","-75.722",Canada,0.024,"5"
POINT(-75.73366 45.38629),"45.386","-75.734",Canada,0.012,"5"
POINT(-75.71986 45.3274),"45.327","-75.72",Canada,0.014,"13"
POINT(-75.70232 45.40559),"45.406","-75.702",Canada,0.013,"14"
POINT(-75.58504 45.44954),"45.45","-75.585",Canada,0.014,"5"
POINT(-79.34243 43.69313),"43.693","-79.342",Canada,0.02,"4"
POINT(-79.37843 43.65045),"43.65","-79.378",Canada,0.025,"5"
POINT(-79.38081 43.64944),"43.649","-79.381",Canada,0.021,"9"
POINT(-79.40859 43.77857),"43.779","-79.409",Canada,0.126,"3"
POINT(-79.3877 43.66557),"43.666","-79.388",Canada,0.048,"8"
POINT(-79.5716 43.69321),"43.693","-79.572",Canada,0.034,"8"
POINT(-79.3851 43.66611),"43.666","-79.385",Canada,0.01,"3"
POINT(-79.21774 43.76759),"43.768","-79.218",Canada,0.095,"13"
POINT(-79.35508 43.65587),"43.656","-79.355",Canada,0.003,"3"
POINT(-79.40291 43.76333),"43.763","-79.403",Canada,0.092,"17"
POINT(-79.901 43.18524),"43.185","-79.901",Canada,0.1,"14"
POINT(-81.00129 43.38455),"43.385","-81.001",Canada,1.306,"5"
POINT(-75.68845 45.33639),"45.336","-75.688",Canada,0.383,"128"
POINT(-75.70446 45.41844),"45.418","-75.704",Canada,0.008,"5"
POINT(-75.59041 45.44118),"45.441","-75.59",Canada,0.004,"5"
POINT(-75.70893 45.25839),"45.258","-75.709",Canada,0.102,"12"
POINT(-75.71701 45.33808),"45.338","-75.717",Canada,0.004,"3"
POINT(-75.71264 45.41284),"45.413","-75.713",Canada,0.005,"3"
POINT(-75.70031 45.42264),"45.423","-75.7",Canada,0.009,"3"
POINT(-79.34278 43.65755),"43.658","-79.343",Canada,0.022,"11"
POINT(-79.48212 43.72635),"43.726","-79.482",Canada,0.021,"17"
POINT(-79.40291 43.67578),"43.676","-79.403",Canada,0.012,"5"
POINT(-79.39996 43.65774),"43.658","-79.4",Canada,0.018,"5"
POINT(-79.29239 43.70047),"43.7","-79.292",Canada,0.086,"3"
POINT(-79.33889 43.65849),"43.658","-79.339",Canada,0.033,"11"
POINT(-75.71449 45.4166),"45.417","-75.714",Canada,0.008,"4"
POINT(-75.6774 45.38888),"45.389","-75.677",Canada,0.02,"6"
POINT(-75.70739 45.37549),"45.375","-75.707",Canada,0.004,"3"
POINT(-75.69689 45.39612),"45.396","-75.697",Canada,0.008,"3"
POINT(-75.71806 45.42081),"45.421","-75.718",Canada,0.046,"26"
POINT(-75.95087 45.19015),"45.19","-75.951",Canada,0.468,"6"
POINT(-75.70461 45.30834),"45.308","-75.705",Canada,0.01,"3"
POINT(-75.90006 45.29631),"45.296","-75.9",Canada,0.011,"6"
POINT(-75.49505 45.4588),"45.459","-75.495",Canada,0.04,"8"
POINT(-82.37631 42.96061),"42.961","-82.376",Canada,0.004,"3"
POINT(-79.38228 43.65209),"43.652","-79.382",Canada,0.022,"18"
POINT(-79.41406 43.6729),"43.673","-79.414",Canada,0.007,"3"
POINT(-79.2918 43.76331),"43.763","-79.292",Canada,0.007,"3"
POINT(-79.38366 43.64673),"43.647","-79.384",Canada,0.029,"9"
POINT(-79.39641 43.67494),"43.675","-79.396",Canada,0.015,"3"
POINT(-79.29605 43.72588),"43.726","-79.296",Canada,0.022,"3"
POINT(-79.307 43.74279),"43.743","-79.307",Canada,0.07,"14"
POINT(-79.41373 43.76315),"43.763","-79.414",Canada,0.015,"3"
POINT(-79.33755 43.68074),"43.681","-79.338",Canada,0.02,"3"
POINT(-79.4839 43.68791),"43.688","-79.484",Canada,0.02,"4"
POINT(-75.69254 45.42112),"45.421","-75.693",Canada,0.017,"5"
POINT(-75.70633 45.41118),"45.411","-75.706",Canada,0.023,"14"
POINT(-75.83419 45.3235),"45.324","-75.834",Canada,0.016,"5"
POINT(-75.60911 45.32666),"45.327","-75.609",Canada,0.198,"51"
POINT(-75.84098 45.33625),"45.336","-75.841",Canada,0.015,"3"
POINT(-75.74317 45.38226),"45.382","-75.743",Canada,0.211,"94"
POINT(-79.33376 43.70887),"43.709","-79.334",Canada,0.008,"3"
POINT(-79.38806 43.65477),"43.655","-79.388",Canada,0.013,"11"
POINT(-79.37841 43.65227),"43.652","-79.378",Canada,0.011,"14"
POINT(-79.38555 43.70941),"43.709","-79.386",Canada,0.071,"7"
POINT(-79.61135 43.8027),"43.803","-79.611",Canada,0.098,"3"
POINT(-76.52763 44.25885),"44.259","-76.528",Canada,0.014,"5"
POINT(-79.6312 43.58903),"43.589","-79.631",Canada,0.2,"5"
POINT(-75.69387 45.42214),"45.422","-75.694",Canada,0.034,"11"
POINT(-75.63051 45.44677),"45.447","-75.631",Canada,0.011,"3"
POINT(-75.72231 45.33156),"45.332","-75.722",Canada,0.004,"5"
POINT(-75.65956 45.3483),"45.348","-75.66",Canada,0.105,"13"
POINT(-75.68389 45.39521),"45.395","-75.684",Canada,0.004,"3"
POINT(-75.69252 45.42456),"45.425","-75.693",Canada,0.04,"11"
POINT(-79.40389 43.64674),"43.647","-79.404",Canada,0.023,"11"
POINT(-79.40955 43.67424),"43.674","-79.41",Canada,0.025,"3"
POINT(-79.63804 43.56962),"43.57","-79.638",Canada,0.025,"3"
POINT(-75.79697 45.27108),"45.271","-75.797",Canada,0.002,"3"
POINT(-75.69343 45.33439),"45.334","-75.693",Canada,0.008,"13"
POINT(-75.70583 45.41951),"45.42","-75.706",Canada,0.03,"5"
POINT(-75.61787 45.389),"45.389","-75.618",Canada,0.017,"8"
POINT(-75.67711 45.44275),"45.443","-75.677",Canada,0.128,"5"
POINT(-78.94581 43.87052),"43.871","-78.946",Canada,0.192,"5"
POINT(-79.37972 43.64806),"43.648","-79.38",Canada,0.018,"9"
POINT(-79.38377 43.66318),"43.663","-79.384",Canada,0.014,"4"
POINT(-79.32191 43.77262),"43.773","-79.322",Canada,0.066,"6"
POINT(-79.38134 43.65174),"43.652","-79.381",Canada,0.017,"7"
POINT(-79.34499 43.6792),"43.679","-79.345",Canada,0.038,"5"
POINT(-82.95762 42.31964),"42.32","-82.958",Canada,0.22,"7"
POINT(-79.906 43.65083),"43.651","-79.906",Canada,0.056,"7"
POINT(-75.64714 45.41831),"45.418","-75.647",Canada,0.004,"3"
POINT(-75.79138 45.36171),"45.362","-75.791",Canada,0.027,"5"
POINT(-75.91736 45.30958),"45.31","-75.917",Canada,0.003,"3"
POINT(-75.56323 45.43225),"45.432","-75.563",Canada,0.054,"3"
POINT(-75.70456 45.41704),"45.417","-75.705",Canada,0.012,"3"
POINT(-75.70065 45.40282),"45.403","-75.701",Canada,0.01,"7"
POINT(-75.74043 45.38493),"45.385","-75.74",Canada,0.022,"5"
POINT(-75.6384 45.44414),"45.444","-75.638",Canada,0.008,"3"
POINT(-75.69615 45.42228),"45.422","-75.696",Canada,0.02,"5"
POINT(-75.7755 45.36796),"45.368","-75.775",Canada,0.009,"3"
POINT(-75.65194 45.37974),"45.38","-75.652",Canada,0.006,"3"
POINT(-79.37677 43.64819),"43.648","-79.377",Canada,0.02,"5"
POINT(-79.39654 43.64916),"43.649","-79.397",Canada,0.017,"4"
